Date,Hour,CellName,Traffic
10/23/2017 0:00,12,Cell_006652,0.00008
10/23/2017 0:00,15,Cell_003782,122.13096
10/23/2017 0:00,15,Cell_000112,35.72902
10/23/2017 0:00,13,Cell_001972,19.06843
10/23/2017 0:00,14,Cell_001973,70.68238
10/23/2017 0:00,18,Cell_003793,2137.26495
10/23/2017 0:00,12,Cell_000113,386.68265
10/23/2017 0:00,16,Cell_003781,736.13973
10/23/2017 0:00,18,Cell_001911,94.6695
10/23/2017 0:00,14,Cell_001032,81.56114
10/23/2017 0:00,16,Cell_007372,5.73819
10/23/2017 0:00,0,Cell_002301,0.71015
10/23/2017 0:00,20,Cell_000822,291.18203
10/23/2017 0:00,20,Cell_003793,3573.06291
10/23/2017 0:00,21,Cell_039873,678.95721
10/23/2017 0:00,22,Cell_001031,417.98854
10/23/2017 0:00,23,Cell_001791,128.47724
10/23/2017 0:00,23,Cell_001973,68.07945
10/23/2017 0:00,20,Cell_001913,573.72243
10/23/2017 0:00,22,Cell_003793,569.25024
10/23/2017 0:00,22,Cell_001962,91.23005
10/23/2017 0:00,23,Cell_002301,7.15222
10/23/2017 0:00,21,Cell_003782,11.30349
10/23/2017 0:00,2,Cell_003781,2.00388
10/23/2017 0:00,0,Cell_006652,0
10/23/2017 0:00,15,Cell_001972,4.16829
10/23/2017 0:00,13,Cell_006663,299.42534
10/23/2017 0:00,12,Cell_006661,82.09777
10/23/2017 0:00,9,Cell_001972,24.26834
10/23/2017 0:00,10,Cell_003793,584.61053
10/23/2017 0:00,9,Cell_000461,357.96097
10/23/2017 0:00,11,Cell_001792,107.39293
10/23/2017 0:00,8,Cell_000112,63.92967
10/23/2017 0:00,13,Cell_001961,406.85101
10/23/2017 0:00,8,Cell_001972,595.50748
10/23/2017 0:00,13,Cell_006662,136.77934
10/23/2017 0:00,14,Cell_001791,251.85081
10/23/2017 0:00,9,Cell_000233,188.59642
10/23/2017 0:00,11,Cell_000822,349.70076
10/23/2017 0:00,8,Cell_001912,6.52235
10/23/2017 0:00,11,Cell_001032,1097.80478
10/23/2017 0:00,12,Cell_004083,345.87318
10/23/2017 0:00,8,Cell_006652,0
10/23/2017 0:00,14,Cell_000113,132.34198
10/23/2017 0:00,9,Cell_000232,178.11205
10/23/2017 0:00,17,Cell_001961,311.7638
10/23/2017 0:00,17,Cell_000462,716.16128
10/23/2017 0:00,17,Cell_006661,207.80976
10/23/2017 0:00,17,Cell_000231,80.94537
10/23/2017 0:00,18,Cell_001803,220.27822
10/23/2017 0:00,20,Cell_001803,791.46111
10/23/2017 0:00,19,Cell_001033,330.98474
10/23/2017 0:00,21,Cell_001793,232.51921
10/23/2017 0:00,14,Cell_006663,362.9044
10/23/2017 0:00,19,Cell_004081,407.57274
10/23/2017 0:00,21,Cell_000113,210.57737
10/23/2017 0:00,19,Cell_000113,475.81333
10/23/2017 0:00,20,Cell_004083,961.01228
10/23/2017 0:00,20,Cell_000112,384.68852
10/23/2017 0:00,16,Cell_001792,27.46917
10/23/2017 0:00,18,Cell_006663,262.52115
10/23/2017 0:00,21,Cell_006663,287.66105
10/23/2017 0:00,17,Cell_000113,373.63577
10/23/2017 0:00,22,Cell_000111,69.35108
10/23/2017 0:00,0,Cell_039871,18.22045
10/23/2017 0:00,18,Cell_039873,1262.8475
10/23/2017 0:00,0,Cell_006661,148.60854
10/23/2017 0:00,19,Cell_001792,590.59107
10/23/2017 0:00,20,Cell_002302,541.46749
10/23/2017 0:00,18,Cell_000233,142.43743
10/23/2017 0:00,5,Cell_000111,67.33664
10/23/2017 0:00,3,Cell_002303,6.09751
10/23/2017 0:00,5,Cell_004083,24.52842
10/23/2017 0:00,1,Cell_000112,60.22876
10/23/2017 0:00,7,Cell_004082,188.02725
10/23/2017 0:00,2,Cell_003783,1.17544
10/23/2017 0:00,0,Cell_001802,7.6493
10/23/2017 0:00,5,Cell_006653,135.95956
10/23/2017 0:00,5,Cell_001801,424.37059
10/23/2017 0:00,5,Cell_004081,20.0898
10/23/2017 0:00,7,Cell_001913,238.54133
10/23/2017 0:00,18,Cell_039872,92.3215
10/23/2017 0:00,14,Cell_003792,53.53191
10/23/2017 0:00,17,Cell_006651,22.90116
10/23/2017 0:00,16,Cell_001913,5.82918
10/23/2017 0:00,17,Cell_001802,8.66839
10/23/2017 0:00,20,Cell_001801,2178.7269
10/23/2017 0:00,14,Cell_000463,5.70194
10/23/2017 0:00,14,Cell_000821,0.0294
10/23/2017 0:00,15,Cell_000113,304.68712
10/23/2017 0:00,18,Cell_003781,260.37642
10/23/2017 0:00,15,Cell_004081,216.77183
10/23/2017 0:00,16,Cell_004083,145.41372
10/23/2017 0:00,23,Cell_003782,7.42487
10/23/2017 0:00,21,Cell_000233,110.64556
10/23/2017 0:00,22,Cell_006653,102.48144
10/23/2017 0:00,1,Cell_002301,0.69379
10/23/2017 0:00,2,Cell_001911,1.10454
10/23/2017 0:00,0,Cell_001912,0.19412
10/23/2017 0:00,2,Cell_001962,0.39222
10/23/2017 0:00,23,Cell_007372,9.27405
10/23/2017 0:00,2,Cell_002302,294.1088
10/23/2017 0:00,3,Cell_000113,2.11746
10/23/2017 0:00,3,Cell_001963,0.85079
10/23/2017 0:00,1,Cell_002302,12.39278
10/23/2017 0:00,4,Cell_000461,27.45815
10/23/2017 0:00,21,Cell_001913,473.40098
10/23/2017 0:00,1,Cell_004071,12.79255
10/23/2017 0:00,0,Cell_039873,1.73569
10/23/2017 0:00,1,Cell_001801,10.82957
10/23/2017 0:00,3,Cell_002302,0.26046
10/23/2017 0:00,1,Cell_006661,11.13813
10/23/2017 0:00,22,Cell_001973,143.04205
10/23/2017 0:00,6,Cell_007373,135.81402
10/23/2017 0:00,6,Cell_003792,107.76173
10/23/2017 0:00,3,Cell_003781,1.00111
10/23/2017 0:00,4,Cell_000232,0.71691
10/23/2017 0:00,0,Cell_007372,3.27327
10/23/2017 0:00,2,Cell_000823,44.61443
10/23/2017 0:00,5,Cell_006661,46.79387
10/23/2017 0:00,3,Cell_004072,105.58495
10/23/2017 0:00,5,Cell_004072,179.07785
10/23/2017 0:00,2,Cell_006663,1.09835
10/23/2017 0:00,3,Cell_004083,11.18922
10/23/2017 0:00,23,Cell_003791,835.33568
10/23/2017 0:00,4,Cell_000822,27.43707
10/23/2017 0:00,23,Cell_003783,320.5126
10/23/2017 0:00,5,Cell_007371,29.76907
10/23/2017 0:00,0,Cell_004071,66.68505
10/23/2017 0:00,2,Cell_039871,1.29435
10/23/2017 0:00,6,Cell_001961,56.71064
10/23/2017 0:00,11,Cell_001801,283.14842
10/23/2017 0:00,13,Cell_004071,48.59442
10/23/2017 0:00,11,Cell_004073,43.28637
10/23/2017 0:00,13,Cell_001912,1.36203
10/23/2017 0:00,10,Cell_039871,7.83677
10/23/2017 0:00,10,Cell_000821,0.99385
10/23/2017 0:00,6,Cell_039873,123.97952
10/23/2017 0:00,6,Cell_000463,42.06347
10/23/2017 0:00,1,Cell_003792,7.85568
10/23/2017 0:00,23,Cell_000822,127.75881
10/23/2017 0:00,22,Cell_004082,752.74958
10/23/2017 0:00,0,Cell_001972,0.90491
10/23/2017 0:00,1,Cell_000111,19.2617
10/23/2017 0:00,20,Cell_003781,1531.48688
10/23/2017 0:00,0,Cell_000232,14.11635
10/23/2017 0:00,23,Cell_001032,50.02065
10/23/2017 0:00,20,Cell_001911,318.16179
10/23/2017 0:00,23,Cell_003781,488.57963
10/23/2017 0:00,19,Cell_000822,472.20772
10/23/2017 0:00,2,Cell_007373,0.75476
10/23/2017 0:00,1,Cell_007372,0.35795
10/23/2017 0:00,21,Cell_001911,430.03741
10/23/2017 0:00,7,Cell_006653,340.64002
10/23/2017 0:00,6,Cell_001913,119.63911
10/23/2017 0:00,9,Cell_007372,25.31067
10/23/2017 0:00,5,Cell_000463,37.25097
10/23/2017 0:00,8,Cell_002301,330.48503
10/23/2017 0:00,7,Cell_000822,367.7591
10/23/2017 0:00,3,Cell_006662,4.04031
10/23/2017 0:00,4,Cell_004072,65.81332
10/23/2017 0:00,4,Cell_001962,0.8127
10/23/2017 0:00,7,Cell_006652,0
10/23/2017 0:00,6,Cell_001031,79.39188
10/23/2017 0:00,8,Cell_001032,1394.15272
10/23/2017 0:00,3,Cell_000823,8.48352
10/23/2017 0:00,6,Cell_001801,94.31182
10/23/2017 0:00,9,Cell_004071,33.52353
10/23/2017 0:00,6,Cell_006652,0.00316
10/23/2017 0:00,6,Cell_000112,72.75078
10/23/2017 0:00,7,Cell_003781,51.08707
10/23/2017 0:00,5,Cell_001972,4.06018
10/23/2017 0:00,10,Cell_000822,442.29892
10/23/2017 0:00,6,Cell_004082,98.03998
10/23/2017 0:00,8,Cell_001961,965.20774
10/23/2017 0:00,9,Cell_001791,588.71475
10/23/2017 0:00,9,Cell_039871,32.8657
10/23/2017 0:00,11,Cell_003782,0.78898
10/23/2017 0:00,6,Cell_004072,11.59066
10/23/2017 0:00,16,Cell_006653,576.88456
10/23/2017 0:00,12,Cell_039872,313.32777
10/23/2017 0:00,13,Cell_006651,47.36379
10/23/2017 0:00,12,Cell_000822,158.72134
10/23/2017 0:00,14,Cell_001802,135.86254
10/23/2017 0:00,12,Cell_001792,211.24506
10/23/2017 0:00,15,Cell_001971,42.14512
10/23/2017 0:00,14,Cell_000462,2102.51184
10/23/2017 0:00,14,Cell_039873,644.34516
10/23/2017 0:00,1,Cell_006652,0
10/23/2017 0:00,5,Cell_000233,34.3576
10/23/2017 0:00,2,Cell_001031,1.62245
10/23/2017 0:00,6,Cell_000111,388.60271
10/23/2017 0:00,3,Cell_006652,0.09435
10/23/2017 0:00,4,Cell_000823,43.95597
10/23/2017 0:00,3,Cell_000233,14.04557
10/23/2017 0:00,8,Cell_002302,21.18102
10/23/2017 0:00,2,Cell_001802,4.07655
10/23/2017 0:00,8,Cell_000822,26.03495
10/23/2017 0:00,8,Cell_006662,16.48771
10/23/2017 0:00,8,Cell_006661,57.53854
10/23/2017 0:00,2,Cell_003792,1.01737
10/23/2017 0:00,3,Cell_007372,0.26729
10/23/2017 0:00,14,Cell_039872,259.70523
10/23/2017 0:00,13,Cell_003783,34.57232
10/23/2017 0:00,15,Cell_002302,68.63492
10/23/2017 0:00,9,Cell_004082,159.69268
10/23/2017 0:00,13,Cell_007372,18.16839
10/23/2017 0:00,13,Cell_001031,20.29249
10/23/2017 0:00,12,Cell_003781,289.14608
10/23/2017 0:00,13,Cell_001971,156.36933
10/23/2017 0:00,14,Cell_003793,206.07792
10/23/2017 0:00,12,Cell_007372,27.00553
10/23/2017 0:00,12,Cell_003791,195.30051
10/23/2017 0:00,15,Cell_007371,407.69444
10/23/2017 0:00,13,Cell_004072,356.43484
10/23/2017 0:00,14,Cell_000231,217.90948
10/23/2017 0:00,12,Cell_001032,1448.34553
10/23/2017 0:00,11,Cell_000462,347.44239
10/23/2017 0:00,11,Cell_001972,16.26416
10/23/2017 0:00,22,Cell_006663,90.44062
10/23/2017 0:00,19,Cell_006653,2594.03852
10/23/2017 0:00,20,Cell_002303,716.65608
10/23/2017 0:00,19,Cell_007373,357.86508
10/23/2017 0:00,23,Cell_007373,166.97907
10/23/2017 0:00,17,Cell_001913,104.60888
10/23/2017 0:00,23,Cell_039871,412.25917
10/23/2017 0:00,21,Cell_001963,113.5628
10/23/2017 0:00,22,Cell_000821,10.17984
10/23/2017 0:00,0,Cell_001913,1.74845
10/23/2017 0:00,23,Cell_000231,56.8288
10/23/2017 0:00,21,Cell_001802,326.03274
10/23/2017 0:00,20,Cell_004072,143.34459
10/23/2017 0:00,23,Cell_001911,1213.354
10/23/2017 0:00,22,Cell_001971,264.48973
10/23/2017 0:00,0,Cell_006662,98.66328
10/23/2017 0:00,19,Cell_003793,1642.55517
10/23/2017 0:00,19,Cell_003791,347.11941
10/23/2017 0:00,20,Cell_003782,10.4442
10/23/2017 0:00,20,Cell_000463,286.62442
10/23/2017 0:00,22,Cell_001802,337.94088
10/23/2017 0:00,17,Cell_006652,0
10/23/2017 0:00,19,Cell_001963,348.15859
10/23/2017 0:00,9,Cell_001911,393.23021
10/23/2017 0:00,11,Cell_001803,96.256
10/23/2017 0:00,12,Cell_001913,28.97848
10/23/2017 0:00,6,Cell_006651,563.0935
10/23/2017 0:00,7,Cell_001912,11.94269
10/23/2017 0:00,8,Cell_001801,138.81636
10/23/2017 0:00,9,Cell_001962,5.94612
10/23/2017 0:00,10,Cell_000463,2.0112
10/23/2017 0:00,13,Cell_000232,258.53078
10/23/2017 0:00,8,Cell_006651,43.53096
10/23/2017 0:00,9,Cell_002302,7.95098
10/23/2017 0:00,10,Cell_003782,1.17955
10/23/2017 0:00,7,Cell_000823,26.91992
10/23/2017 0:00,13,Cell_002301,48.05081
10/23/2017 0:00,7,Cell_000233,484.57649
10/23/2017 0:00,9,Cell_001913,144.04761
10/23/2017 0:00,9,Cell_000231,20.21714
10/23/2017 0:00,18,Cell_004072,300.41169
10/23/2017 0:00,19,Cell_001912,228.55628
10/23/2017 0:00,17,Cell_007373,163.51429
10/23/2017 0:00,18,Cell_001801,482.32541
10/23/2017 0:00,17,Cell_001791,220.72699
10/23/2017 0:00,14,Cell_001801,386.35251
10/23/2017 0:00,19,Cell_002301,335.76244
10/23/2017 0:00,20,Cell_000111,510.07355
10/23/2017 0:00,16,Cell_000821,103.19952
10/23/2017 0:00,16,Cell_001803,309.44427
10/23/2017 0:00,18,Cell_002303,446.59158
10/23/2017 0:00,15,Cell_003791,240.86759
10/23/2017 0:00,18,Cell_003782,9.11745
10/23/2017 0:00,16,Cell_001962,8.53876
10/23/2017 0:00,18,Cell_004071,18.98719
10/23/2017 0:00,17,Cell_039873,374.9135
10/23/2017 0:00,20,Cell_004081,723.52447
10/23/2017 0:00,14,Cell_003791,229.41672
10/23/2017 0:00,15,Cell_006663,29.07751
10/23/2017 0:00,23,Cell_001971,18.43603
10/23/2017 0:00,19,Cell_003781,574.88758
10/23/2017 0:00,20,Cell_000462,92.29473
10/23/2017 0:00,21,Cell_000821,17.04721
10/23/2017 0:00,16,Cell_004082,192.65379
10/23/2017 0:00,22,Cell_003783,128.71359
10/23/2017 0:00,16,Cell_004072,744.10458
10/23/2017 0:00,17,Cell_001801,156.22825
10/23/2017 0:00,19,Cell_000821,18.23433
10/23/2017 0:00,6,Cell_003791,96.40304
10/23/2017 0:00,1,Cell_001033,34.08555
10/23/2017 0:00,0,Cell_004081,57.3
10/23/2017 0:00,0,Cell_003782,0
10/23/2017 0:00,0,Cell_000111,29.2649
10/23/2017 0:00,4,Cell_004082,115.49962
10/23/2017 0:00,1,Cell_000463,14.31437
10/23/2017 0:00,4,Cell_001911,3.83513
10/23/2017 0:00,6,Cell_001971,78.55146
10/23/2017 0:00,23,Cell_006653,346.08101
10/23/2017 0:00,1,Cell_039871,38.19131
10/23/2017 0:00,23,Cell_006652,0
10/23/2017 0:00,5,Cell_039872,128.31408
10/23/2017 0:00,18,Cell_000461,946.19232
10/23/2017 0:00,15,Cell_001032,125.59681
10/23/2017 0:00,14,Cell_002301,40.0165
10/23/2017 0:00,15,Cell_000231,1.15327
10/23/2017 0:00,17,Cell_001962,6.6058
10/23/2017 0:00,14,Cell_003781,34.3511
10/23/2017 0:00,18,Cell_001033,339.83115
10/23/2017 0:00,18,Cell_000821,35.58373
10/23/2017 0:00,17,Cell_004083,187.88201
10/23/2017 0:00,17,Cell_003793,1452.16535
10/23/2017 0:00,0,Cell_000113,59.01721
10/23/2017 0:00,20,Cell_000232,815.44242
10/23/2017 0:00,20,Cell_006652,0
10/23/2017 0:00,22,Cell_007371,7.54447
10/23/2017 0:00,22,Cell_001793,211.436
10/23/2017 0:00,0,Cell_004072,61.43519
10/23/2017 0:00,2,Cell_000113,1.27435
10/23/2017 0:00,23,Cell_000232,100.03389
10/23/2017 0:00,1,Cell_007371,0.73014
10/23/2017 0:00,21,Cell_006662,177.36827
10/23/2017 0:00,22,Cell_000462,18.76206
10/23/2017 0:00,23,Cell_001792,31.57002
10/23/2017 0:00,3,Cell_000232,0.85055
10/23/2017 0:00,19,Cell_001962,163.75308
10/23/2017 0:00,22,Cell_004073,335.90169
10/23/2017 0:00,22,Cell_004072,99.06265
10/23/2017 0:00,21,Cell_007371,734.47275
10/23/2017 0:00,22,Cell_000232,210.39547
10/23/2017 0:00,3,Cell_000822,2.02826
10/23/2017 0:00,22,Cell_001963,27.46473
10/23/2017 0:00,1,Cell_003782,0.14606
10/23/2017 0:00,21,Cell_001803,431.11686
10/23/2017 0:00,2,Cell_003793,9.26795
10/23/2017 0:00,1,Cell_039872,9.75174
10/23/2017 0:00,1,Cell_004081,63.29169
10/23/2017 0:00,1,Cell_001803,1.58162
10/23/2017 0:00,23,Cell_006651,28.78107
10/23/2017 0:00,22,Cell_000461,855.5886
10/23/2017 0:00,1,Cell_003791,2.75123
10/23/2017 0:00,1,Cell_001972,0.59577
10/23/2017 0:00,22,Cell_039872,258.19656
10/23/2017 0:00,23,Cell_006663,196.72006
10/23/2017 0:00,3,Cell_003791,12.06852
10/23/2017 0:00,4,Cell_006663,5.47769
10/23/2017 0:00,1,Cell_001961,0.18008
10/23/2017 0:00,6,Cell_001911,100.05093
10/23/2017 0:00,7,Cell_039873,193.34409
10/23/2017 0:00,11,Cell_000461,265.35276
10/23/2017 0:00,6,Cell_004071,18.92238
10/23/2017 0:00,10,Cell_000112,44.53053
10/23/2017 0:00,10,Cell_001033,69.40598
10/23/2017 0:00,5,Cell_000231,8.90784
10/23/2017 0:00,8,Cell_001963,4.31671
10/23/2017 0:00,10,Cell_001912,28.48887
10/23/2017 0:00,12,Cell_000233,74.85925
10/23/2017 0:00,5,Cell_007373,15.38989
10/23/2017 0:00,7,Cell_004081,132.33796
10/23/2017 0:00,10,Cell_000111,136.87462
10/23/2017 0:00,12,Cell_007373,31.05841
10/23/2017 0:00,9,Cell_006653,231.98086
10/23/2017 0:00,11,Cell_000463,63.9723
10/23/2017 0:00,12,Cell_000463,28.47886
10/23/2017 0:00,7,Cell_003782,1.13348
10/23/2017 0:00,7,Cell_002301,53.45346
10/23/2017 0:00,9,Cell_006661,95.74072
10/23/2017 0:00,5,Cell_002303,14.62128
10/23/2017 0:00,10,Cell_006652,0
10/23/2017 0:00,5,Cell_006652,17.74331
10/23/2017 0:00,6,Cell_001792,54.75727
10/23/2017 0:00,7,Cell_001911,125.43612
10/23/2017 0:00,10,Cell_001032,359.18936
10/23/2017 0:00,5,Cell_001032,19.37138
10/23/2017 0:00,7,Cell_003793,134.87432
10/23/2017 0:00,7,Cell_006663,18.82651
10/23/2017 0:00,4,Cell_006651,123.71769
10/23/2017 0:00,10,Cell_006662,51.9751
10/23/2017 0:00,10,Cell_003791,81.58492
10/23/2017 0:00,5,Cell_039873,148.44665
10/23/2017 0:00,3,Cell_000463,12.28002
10/23/2017 0:00,7,Cell_001971,14.73648
10/23/2017 0:00,12,Cell_002301,171.4798
10/23/2017 0:00,13,Cell_001801,567.5536
10/23/2017 0:00,15,Cell_000822,20.92408
10/23/2017 0:00,13,Cell_004073,283.50363
10/23/2017 0:00,15,Cell_039871,143.03669
10/23/2017 0:00,12,Cell_001963,86.51711
10/23/2017 0:00,13,Cell_004082,583.50785
10/23/2017 0:00,12,Cell_003793,150.97861
10/23/2017 0:00,12,Cell_004081,195.3403
10/23/2017 0:00,13,Cell_003793,209.44636
10/23/2017 0:00,15,Cell_003793,86.73196
10/23/2017 0:00,17,Cell_004082,70.4261
10/23/2017 0:00,14,Cell_000461,219.58342
10/23/2017 0:00,14,Cell_001971,249.32785
10/23/2017 0:00,16,Cell_039871,7.91264
10/23/2017 0:00,16,Cell_000113,345.06737
10/23/2017 0:00,16,Cell_004071,6.93785
10/23/2017 0:00,14,Cell_001912,23.37299
10/23/2017 0:00,15,Cell_004073,102.74021
10/23/2017 0:00,14,Cell_007373,3.68513
10/23/2017 0:00,15,Cell_039873,636.39953
10/23/2017 0:00,13,Cell_003791,414.59854
10/23/2017 0:00,12,Cell_004082,725.85416
10/23/2017 0:00,12,Cell_001791,135.99262
10/23/2017 0:00,15,Cell_000463,5.57882
10/23/2017 0:00,10,Cell_004083,643.75899
10/23/2017 0:00,16,Cell_001791,61.93217
10/23/2017 0:00,15,Cell_006662,80.03533
10/23/2017 0:00,14,Cell_004071,11.74427
10/23/2017 0:00,12,Cell_006651,230.17282
10/23/2017 0:00,14,Cell_004082,211.34802
10/23/2017 0:00,21,Cell_001972,134.22487
10/23/2017 0:00,21,Cell_004072,507.78283
10/23/2017 0:00,19,Cell_006661,965.40146
10/23/2017 0:00,23,Cell_003792,119.01234
10/23/2017 0:00,18,Cell_001791,325.29947
10/23/2017 0:00,18,Cell_006662,76.80002
10/23/2017 0:00,18,Cell_006653,1625.39808
10/23/2017 0:00,23,Cell_000463,65.71247
10/23/2017 0:00,19,Cell_001793,368.20511
10/23/2017 0:00,21,Cell_000231,105.07149
10/23/2017 0:00,18,Cell_006652,0.02006
10/23/2017 0:00,19,Cell_000111,663.64677
10/23/2017 0:00,16,Cell_003791,197.92271
10/23/2017 0:00,17,Cell_006663,140.35202
10/23/2017 0:00,1,Cell_001031,1.115
10/23/2017 0:00,19,Cell_039871,359.86983
10/23/2017 0:00,22,Cell_000463,831.04455
10/23/2017 0:00,19,Cell_000461,690.65736
10/23/2017 0:00,0,Cell_000461,7.69811
10/23/2017 0:00,0,Cell_003791,5.03733
10/23/2017 0:00,0,Cell_002303,17.34812
10/23/2017 0:00,19,Cell_001803,675.99942
10/23/2017 0:00,23,Cell_004071,10.98613
10/23/2017 0:00,19,Cell_001973,197.90292
10/23/2017 0:00,2,Cell_004082,8.14412
10/23/2017 0:00,2,Cell_000111,18.37236
10/23/2017 0:00,8,Cell_001791,190.19442
10/23/2017 0:00,6,Cell_003793,301.62625
10/23/2017 0:00,8,Cell_004071,15.47047
10/23/2017 0:00,3,Cell_001032,16.7116
10/23/2017 0:00,5,Cell_000232,35.46538
10/23/2017 0:00,2,Cell_000463,27.31817
10/23/2017 0:00,4,Cell_004081,25.06437
10/23/2017 0:00,7,Cell_000463,250.93354
10/23/2017 0:00,9,Cell_003792,165.68947
10/23/2017 0:00,9,Cell_000823,82.67439
10/23/2017 0:00,5,Cell_000113,209.28405
10/23/2017 0:00,2,Cell_004072,88.10186
10/23/2017 0:00,19,Cell_007372,38.34681
10/23/2017 0:00,20,Cell_006662,959.36706
10/23/2017 0:00,18,Cell_001913,364.35088
10/23/2017 0:00,21,Cell_000462,46.14792
10/23/2017 0:00,19,Cell_006651,126.31657
10/23/2017 0:00,18,Cell_007372,11.67766
10/23/2017 0:00,17,Cell_001031,393.4892
10/23/2017 0:00,4,Cell_002303,2.11802
10/23/2017 0:00,23,Cell_004083,234.96062
10/23/2017 0:00,1,Cell_001962,0.02542
10/23/2017 0:00,3,Cell_039872,0.17117
10/23/2017 0:00,3,Cell_003792,1.32061
10/23/2017 0:00,21,Cell_006651,360.32875
10/23/2017 0:00,23,Cell_004081,537.105
10/23/2017 0:00,3,Cell_003793,9.74369
10/23/2017 0:00,4,Cell_003791,10.24223
10/23/2017 0:00,22,Cell_006652,0.00209
10/23/2017 0:00,1,Cell_006651,120.07381
10/23/2017 0:00,1,Cell_000233,7.47019
10/23/2017 0:00,0,Cell_007373,80.90784
10/23/2017 0:00,22,Cell_004083,1846.29862
10/23/2017 0:00,0,Cell_001973,78.73774
10/23/2017 0:00,0,Cell_000233,3.37565
10/23/2017 0:00,0,Cell_001961,0.3946
10/23/2017 0:00,1,Cell_000113,40.34814
10/23/2017 0:00,0,Cell_006663,6.6083
10/23/2017 0:00,1,Cell_004083,2.71279
10/23/2017 0:00,3,Cell_004073,2.67134
10/23/2017 0:00,4,Cell_001973,5.40549
10/23/2017 0:00,4,Cell_001032,27.11625
10/23/2017 0:00,0,Cell_004083,1.22332
10/23/2017 0:00,6,Cell_001793,56.05046
10/23/2017 0:00,3,Cell_004081,118.74073
10/23/2017 0:00,3,Cell_007371,0.50307
10/23/2017 0:00,7,Cell_000113,678.87953
10/23/2017 0:00,5,Cell_006663,90.99986
10/23/2017 0:00,13,Cell_000462,233.19316
10/23/2017 0:00,13,Cell_002302,460.28455
10/23/2017 0:00,15,Cell_001802,5.32575
10/23/2017 0:00,13,Cell_001791,134.9735
10/23/2017 0:00,9,Cell_000111,239.17261
10/23/2017 0:00,13,Cell_001963,99.50784
10/23/2017 0:00,15,Cell_001962,0.77781
10/23/2017 0:00,11,Cell_003783,198.67846
10/23/2017 0:00,11,Cell_039872,383.85643
10/23/2017 0:00,13,Cell_001913,1.98466
10/23/2017 0:00,11,Cell_000233,79.45108
10/23/2017 0:00,9,Cell_001032,991.69226
10/23/2017 0:00,1,Cell_039873,7.38484
10/23/2017 0:00,20,Cell_003792,475.0668
10/23/2017 0:00,22,Cell_039871,174.10413
10/23/2017 0:00,2,Cell_006662,0.28038
10/23/2017 0:00,20,Cell_001793,758.55309
10/23/2017 0:00,1,Cell_001792,3.25164
10/23/2017 0:00,23,Cell_000462,1.71886
10/23/2017 0:00,0,Cell_001911,7.92263
10/23/2017 0:00,21,Cell_039871,176.42784
10/23/2017 0:00,20,Cell_001792,350.46699
10/23/2017 0:00,22,Cell_000823,526.87748
10/23/2017 0:00,2,Cell_039873,2.5709
10/23/2017 0:00,5,Cell_001793,32.4128
10/23/2017 0:00,9,Cell_001973,71.64118
